Student_ID,Exam_Name,Exam_Score,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
764,Computer Organization,78,6.1,0.9,9.1,5.6,2.3,3.01,Moderate
765,Computer Networks,48,5.5,1.8,6.7,5.2,4.8,2.24,Low
766,Computer Organization,79,6.7,1.6,7.6,1,7.1,2.93,Moderate
767,Computer Organization,75,7.9,3.2,8.8,0.6,3.5,3.09,Moderate
768,Foundation of web technologies,69,6.8,1.6,8.4,0.3,6.9,2.88,Moderate
769,SAD,65,5.2,1.6,8.5,1.2,7.5,2.52,Low
770,Fundamentals of Programming,84,9.4,3.6,6.5,1,3.5,3.57,High
771,Computer Networks,79,7.1,1,8.4,5,2.5,3.26,Moderate
772,Database Systems,83,7,0.6,8.7,2.2,5.5,3.15,Moderate
773,Fundamentals of Programming,88,8.4,1.1,5.4,6,3.1,3.44,High
774,SAD,96,9.3,1.2,7.3,3.7,2.5,3.76,High
775,Fundamentals of Programming,73,7.1,1.7,6.7,3.4,5.1,2.99,Moderate
776,DSA,84,9.7,2.8,9.1,1.3,1.1,3.54,High
777,Database Systems,81,8.9,0.1,9.1,0.2,5.7,3.14,High
778,SAD,82,8.8,1,9.3,0.5,4.4,3.18,High
779,Foundation of web technologies,80,5.6,3.9,8.4,5.1,1,3.08,Low
780,Computer Networks,75,8,2.4,8.4,3,2.2,2.96,Moderate
781,OOP,68,7.1,1.1,8.8,1.4,5.6,2.85,Moderate
782,SAD,92,8.1,3,6.1,0.4,6.4,3.37,High
783,Data Science,69,5.7,2.4,9.2,0.3,6.4,2.69,Low
784,Computer Networks,83,7.4,3.7,6.7,2.8,3.4,3.36,Moderate
785,SAD,63,5.1,0.3,6.3,0.2,12.1,2.55,Low
786,DSA,89,7.7,0.7,6.5,4,5.1,3.54,Moderate
787,OOP,90,9.8,0.2,9.5,2.6,1.9,3.47,High
788,DSA,85,5.3,0.4,8,2,8.3,3.37,Low
789,OOP,90,9.6,1.6,5.7,4.3,2.8,3.49,High
790,Data Science,73,8.5,3.6,9,2,0.9,2.9,High
791,Computer Networks,77,8.4,3.8,6.5,0,5.3,3.08,High
792,Foundation of web technologies,79,8.3,2.5,8,0.1,5.1,3.1,High
793,DSA,80,8.6,1.3,8.3,3.2,2.6,3.11,High
794,DSA,68,5.5,3.3,9.6,3.6,2,2.75,Low
795,Computer Organization,64,5.5,1.6,8.6,4.7,3.6,2.64,Low
796,OOP,82,6.3,0.1,7.7,5.1,4.8,3.22,Moderate
797,MIS,76,9.8,2.3,7.6,0.4,3.9,3.04,High
798,Computer Networks,83,8,1.6,6.2,0.6,7.6,3.38,Moderate
799,OOP,79,6.6,0.4,5.9,5.9,5.2,3.27,High
800,Computer Organization,74,9.4,4,7.9,2.2,0.5,2.91,High
801,Fundamentals of Programming,71,6.6,1.2,7,4,5.2,2.76,Moderate
802,OOP,76,5.7,2.5,5.6,3.5,6.7,3.08,High
803,Foundation of web technologies,89,8.5,2.8,8.8,3.4,0.5,3.63,High
804,Computer Networks,78,8.1,0.7,5.1,1.7,8.4,3.21,High
805,Computer Organization,78,7.2,2.5,9.2,1,4.1,3.07,Moderate
806,Fundamentals of Programming,72,7.9,2.2,5.4,0.3,8.2,2.99,High
807,Database Systems,83,5.5,2.3,7.7,1.4,7.1,3.05,Low
808,Computer Organization,71,5.2,2,8.4,1.5,6.9,2.88,Low
809,Database Systems,75,6.5,2.5,9.5,4.5,1,3.29,Moderate
810,Computer Networks,78,6.8,2.6,7.3,1.1,6.2,3.13,Moderate
811,DSA,77,8.5,2.2,6.8,5.5,1,3.07,High
812,Computer Organization,91,8.4,1.6,8.8,2.4,2.8,3.51,High
813,Data Science,80,7.1,3.7,6.3,0.7,6.2,3.15,Moderate
814,Database Systems,74,6.9,0.2,6.7,3,7.2,3.05,Moderate
815,Foundation of web technologies,65,5.8,2.6,10,2.5,3.1,2.64,Low
816,Data Science,63,5.6,3.5,7.1,2.3,5.5,2.5,Low
817,SAD,77,8.3,1.8,8.2,0.4,5.3,3.33,High
818,SAD,77,5.8,1.9,8,3.5,4.8,2.9,Low
819,Fundamentals of Programming,76,7,1.4,5.6,2.4,7.6,3.15,High
820,DSA,73,6,0.2,7.8,3.6,6.4,2.75,Moderate
821,Computer Networks,82,9.4,2.3,6.7,4.5,1.1,3.25,High
822,Computer Organization,82,7.8,3.6,7,1.7,3.9,3.19,Moderate
823,MIS,77,5.7,0.6,7.2,3.6,6.9,2.96,Low
824,Foundation of web technologies,93,9.1,0.3,7.4,3.8,3.4,3.66,High
825,Database Systems,88,9.1,3.1,6.4,5.1,0.3,3.45,High
826,Computer Networks,67,7.9,3.7,8.4,1.9,2.1,2.68,Moderate
827,Data Science,82,9,3.8,5.1,5.9,0.2,3.22,High
828,SAD,73,7.2,2.6,6.9,0.3,7,3,Moderate
829,Foundation of web technologies,76,8,3.6,6.9,1.2,4.3,3.08,Moderate
830,MIS,90,9.1,3.3,7.9,1.3,2.4,3.35,High
831,Computer Organization,84,9,2.2,9.1,2.3,1.4,3.44,High
832,Fundamentals of Programming,84,7.1,3.8,7.7,3.3,2.1,3.33,Moderate
833,MIS,74,6.1,2.5,7.9,1.1,6.4,2.94,Moderate
834,Foundation of web technologies,79,8.8,2.1,6.1,4,3,3.2,High
835,MIS,69,5.4,1.8,5.8,1.1,9.9,2.71,High
836,Foundation of web technologies,65,5.3,1.6,7.6,2.9,6.6,2.54,Low
837,Foundation of web technologies,81,6.9,3.4,5.7,3,5,3.37,High
838,OOP,95,9.4,2.2,9.8,0.1,2.5,3.79,High
839,Database Systems,65,5.5,0.2,5.9,3.2,9.2,2.74,High
840,SAD,89,9.7,3.4,6.5,0.3,4.1,3.48,High
841,OOP,69,5.8,0.5,5.6,3.1,9,2.73,High
842,Computer Organization,81,9.9,2.7,9.7,0.2,1.5,3.23,High
843,OOP,84,6.9,2.2,5.4,0,9.5,3.27,High
844,DSA,83,7.1,2,7.1,0.1,7.7,3.34,Moderate
845,DSA,85,6.7,0.7,5.5,5.7,5.4,3.31,High
846,SAD,75,6.6,1.6,6.2,0.6,9,3.12,Moderate
847,MIS,80,5.9,3.2,8.4,3.3,3.2,3.05,Low
848,Database Systems,68,5.4,1.1,6.7,4.7,6.1,2.8,Low
849,SAD,80,10,1,9.4,3,0.6,3.4,High
850,Foundation of web technologies,69,7,3.9,5.9,4.8,2.4,2.78,High
851,Data Science,76,6.7,2.9,7.1,3.5,3.8,3.09,Moderate
852,Database Systems,86,9.3,0.2,8.5,0.8,5.2,3.49,High
853,Database Systems,72,7.1,2.2,7,3.1,4.6,2.87,Moderate
854,Foundation of web technologies,83,5.7,0.6,9.7,5.3,2.7,3.18,Low
855,Foundation of web technologies,84,9.5,4,6,1.6,2.9,3.39,High
856,Fundamentals of Programming,85,7.1,1.4,8,3.5,4,3.48,Moderate
857,SAD,72,5.8,1.9,7.8,3.4,5.1,3.01,Low
858,Foundation of web technologies,64,5.1,1.4,8.9,3.4,5.2,2.6,Low
859,DSA,71,6.3,2.8,7.8,4.8,2.3,3.08,Moderate
860,Computer Organization,83,7.4,0.5,6.3,2.5,7.3,3.4,Moderate
861,Data Science,74,8,2.1,6.4,0,7.5,2.83,Moderate
862,SAD,80,8.7,0.1,7.9,5.6,1.7,3.3,High
863,Computer Networks,63,5.9,1.9,5.5,3.8,6.9,2.45,High
864,DSA,81,7.6,3.6,6,0.1,6.7,3.38,Moderate
865,MIS,89,9.3,2.3,9.5,1.7,1.2,3.34,High
866,Foundation of web technologies,95,8.7,3.7,7.9,0.7,3,3.57,High
867,Computer Networks,86,6.3,0.8,6.2,1.8,8.9,3.37,Moderate
868,Foundation of web technologies,89,7.1,2.5,5.4,0.5,8.5,3.33,High
869,Database Systems,79,5.9,2.1,6.1,1.7,8.2,3.13,Low
870,DSA,70,5.1,2.6,8.3,4.8,3.2,2.69,Low
871,Database Systems,100,9.7,0.1,5.8,5.3,3.1,3.92,High
872,Fundamentals of Programming,74,8.3,2.7,9.7,3.3,0,2.95,High
873,Database Systems,79,8.6,1.1,9.4,0.2,4.7,3.36,High
874,Fundamentals of Programming,75,6.3,0.9,5.7,5.2,5.9,2.9,High
875,Fundamentals of Programming,73,7.5,2.7,6.2,4.5,3.1,2.97,Moderate
876,Computer Networks,81,7.1,0.8,9.9,3.9,2.3,3.28,Moderate
877,Foundation of web technologies,82,9.7,1.2,8.9,3.2,1,3.26,High
878,MIS,82,8.4,2.9,7.9,1,3.8,3.2,High
879,Database Systems,74,7.5,1.2,7.1,3.9,4.3,2.96,Moderate
880,DSA,82,7,1.1,6,4.7,5.2,3.2,Moderate
881,Fundamentals of Programming,82,9.5,1.5,8.8,3.8,0.4,3.36,High
882,Foundation of web technologies,88,9.8,1.5,6.7,0.4,5.6,3.54,High
883,Data Science,82,7.4,0.4,6.2,1.9,8.1,3.16,Moderate
884,SAD,81,6.5,3.4,9.3,3.7,1.1,3.02,Moderate
885,Computer Networks,78,5.7,2.8,9.7,4,1.8,2.86,Low
886,MIS,72,8.2,2,5.6,1.9,6.3,2.81,High
887,OOP,92,9,3.4,5.7,5.6,0.3,3.59,High
888,Computer Networks,83,8.8,3.2,9.7,0.7,1.6,3.07,High
889,Data Science,77,9.3,0.5,8.5,4.2,1.5,3.17,High
890,SAD,91,9.4,0.7,5.3,4.3,4.3,3.57,High
891,Data Science,81,7.4,3.4,6.9,1,5.3,3.15,Moderate
892,Database Systems,83,5.9,2.9,7.6,3.6,4,3.13,Low
893,Fundamentals of Programming,80,7.3,3.3,9.1,3.1,1.2,3.34,Moderate
894,MIS,78,6.8,3.5,8.6,0.6,4.5,3.23,Moderate
895,Computer Organization,82,7,3.5,5.2,5.8,2.5,3.26,High
896,Fundamentals of Programming,82,6.4,1,9.7,1.8,5.1,3.25,Moderate
897,Computer Organization,89,8.9,1.6,5.7,0.1,7.7,3.42,High
898,SAD,77,6.8,1.4,6.7,3.1,6,3.03,Moderate
899,Foundation of web technologies,76,7.2,3.5,7.5,2.9,2.9,3.04,Moderate
900,OOP,82,8.3,2.4,7.1,2.5,3.7,3.22,High
901,DSA,78,8.9,0.8,9.1,3.4,1.8,3.1,High
902,Fundamentals of Programming,67,6.3,3,7.6,1.9,5.2,2.48,Moderate
903,MIS,78,8,4,7.2,4.4,0.4,3.11,Moderate
904,Data Science,71,6,1.7,6.1,0,10.2,2.87,Moderate
905,MIS,89,9.6,3.4,8.7,0.4,1.9,3.5,High
906,SAD,78,7.2,0.5,7.6,2.1,6.6,3.11,Moderate
907,Computer Organization,78,6.9,2.5,8.6,0.7,5.3,3.29,Moderate
908,Data Science,73,6.7,1.8,8.4,3.1,4,2.92,Moderate
909,DSA,86,9.3,3.5,5,4.7,1.5,3.45,High
910,DSA,76,7.4,3.9,8.8,1,2.9,3.11,Moderate
911,Fundamentals of Programming,77,7.7,4,9.3,0.3,2.7,2.96,Moderate
912,SAD,73,5,1.6,6.2,4.9,6.3,3.01,Low
913,Foundation of web technologies,73,6.7,3.3,5,1.8,7.2,2.85,High
914,SAD,66,5.3,0.7,7.8,1.7,8.5,2.64,Low
915,Computer Organization,67,7.1,1.5,9.4,5.4,0.6,2.65,Moderate
916,MIS,71,5.5,3.8,5.3,1.8,7.6,2.81,High
917,DSA,72,6.5,1.3,5.8,4.7,5.7,3.04,High
918,MIS,67,5.6,0.3,9.5,1.1,7.5,2.66,Low
919,MIS,94,9.1,2.2,5.4,5.7,1.6,3.48,High
920,MIS,65,5.8,3.4,5.1,3.1,6.6,2.79,High
921,DSA,82,8.8,3.7,9.5,1.6,0.4,3.29,High
922,Computer Networks,78,6.4,1.2,6.9,2.4,7.1,3,Moderate
923,Database Systems,80,7.7,0.6,8.5,1,6.2,3.16,Moderate
924,Computer Organization,76,9,3,8.2,0.6,3.2,2.96,High
925,Computer Networks,70,7.7,0.3,6.9,2.5,6.6,3.08,Moderate
926,Computer Organization,73,5.9,1.6,9.7,0.8,6,2.86,Low
927,Data Science,77,8.8,0.4,9.9,1.9,3,3.19,High
928,SAD,87,8.1,0.8,5.7,5.6,3.8,3.45,High
929,SAD,85,9.6,3.5,8.1,2.3,0.5,3.4,High
930,OOP,79,6.6,2.5,6.8,0.9,7.2,2.88,Moderate
931,SAD,79,8,3.3,6.9,0.8,5,3.08,Moderate
932,DSA,70,6.5,2.6,8,4.2,2.7,2.83,Moderate
933,Foundation of web technologies,68,6.8,3.3,6,2.8,5.1,2.92,Moderate
934,Fundamentals of Programming,73,5.5,3.5,6.7,4.1,4.2,2.92,Low
935,OOP,65,5.1,2.8,6.6,0.3,9.2,2.49,Low
936,Fundamentals of Programming,79,6.9,0.3,5.7,1.8,9.3,3.15,High
937,Computer Organization,67,5.4,3.6,5,2.9,7.1,2.74,High
938,Fundamentals of Programming,81,9.6,0.6,9.8,0.8,3.2,3.29,High
939,Fundamentals of Programming,77,8.7,2.2,9.4,2,1.7,3.03,High
940,OOP,75,5.8,3.7,6.6,2.2,5.7,2.9,Low
941,Data Science,92,8.8,1.4,9.8,3,1,3.51,High
942,MIS,68,5.2,1,7.3,1.4,9.1,2.83,Low
943,SAD,84,8.7,3.7,7.1,1.5,3,3.29,High
944,SAD,80,7.4,1.4,9.5,3.2,2.5,3.22,Moderate
945,DSA,81,8.8,3.2,6.7,2.3,3,3.24,High
946,OOP,90,9,3.8,8.1,2.3,0.8,3.55,High
947,DSA,93,9,3.4,7,0.2,4.4,3.68,High
948,Foundation of web technologies,74,7.3,3,6.8,3.8,3.1,2.91,Moderate
949,Foundation of web technologies,74,5.9,3,7.7,1.2,6.2,3.09,Low
950,DSA,71,7.4,0.9,9.8,4.2,1.7,2.94,Moderate
951,OOP,100,9.8,1.7,7.4,4.6,0.5,3.84,High
952,DSA,74,6.3,1.8,5.6,1.2,9.1,2.99,High
953,SAD,74,5,0.2,9.9,1.5,7.4,2.94,Low
954,Computer Networks,85,7.8,0.6,8.6,3.6,3.4,3.26,Moderate
955,Database Systems,90,8.7,3.1,9.9,1.3,1,3.55,High
956,Fundamentals of Programming,65,5.3,3.6,5.6,2,7.5,2.53,High
957,Database Systems,85,9.1,2.4,7,2.6,2.9,3.28,High
958,OOP,83,9.3,0.4,8.9,4.6,0.8,3.58,High
959,Database Systems,82,5.9,1.7,5.8,4.2,6.4,3.32,High
960,Foundation of web technologies,77,6,0.8,5.2,1.9,10.1,3.01,High
961,Computer Organization,84,7.8,3.4,8.3,2,2.5,3.18,Moderate
962,Fundamentals of Programming,78,6.3,0.2,8.6,0.7,8.2,3.1,Moderate
963,MIS,70,6.5,2.1,7.8,3.6,4,2.9,Moderate
964,OOP,72,8.1,3.9,8.6,3.1,0.3,2.99,High
965,Fundamentals of Programming,92,8.8,2.4,6,4,2.8,3.59,High
966,Database Systems,85,7.4,2.1,6.7,3.1,4.7,3.44,Moderate
967,Foundation of web technologies,82,6,3.2,5.9,0.5,8.4,3.28,High
968,Data Science,75,7.2,1.1,7.8,2.1,5.8,2.93,Moderate
969,Computer Networks,67,9.7,3.7,7.5,1,2.1,3.04,High
970,MIS,91,9.6,0,7.8,4.4,2.2,3.38,High
971,Computer Networks,69,7.4,0.3,9.9,3.1,3.3,2.84,Moderate
972,Fundamentals of Programming,81,7.4,1.7,5.4,0.6,8.9,3.23,High
973,Foundation of web technologies,74,9.2,1,6,3,4.8,3.18,High
974,Foundation of web technologies,69,5.2,0.2,9.2,0.7,8.7,2.82,Low
975,Database Systems,71,5.2,1.8,9.2,1.6,6.2,2.68,Low
976,SAD,71,7.2,2.3,7.9,2,4.6,3.06,Moderate
977,Database Systems,86,6.6,0.4,6.8,0.6,9.6,3.31,Moderate
978,SAD,77,6.4,2.5,7.3,2.9,4.9,3.12,Moderate
979,SAD,84,8.8,1.1,6.6,5.5,2,3.32,High
980,MIS,84,9.6,2.4,7.7,1.1,3.2,3.3,High
981,Database Systems,76,6.7,3.4,7.8,3.1,3,2.98,Moderate
982,Data Science,79,8,0.3,8.4,5.6,1.7,3.28,Moderate
983,DSA,83,7.9,0.5,7.9,4.6,3.1,3.38,Moderate
984,DSA,75,8.2,3.6,8.1,0.5,3.6,3.18,High
985,Database Systems,70,6.5,0.8,9.5,4.6,2.6,2.74,Moderate
986,Database Systems,83,5.9,3,7.4,1.4,6.3,3.1,Low
987,Computer Networks,73,8.1,0.2,6.6,2.8,6.3,3.14,High
988,MIS,69,6,3.1,7.1,3.4,4.4,2.84,Moderate
989,Database Systems,73,5.1,0.1,7.2,4.9,6.7,2.94,Low
990,Computer Networks,77,6.9,3.3,5.7,5.6,2.5,3.05,High
991,SAD,85,8.8,3.8,8.4,1.1,1.9,3.3,High
992,Foundation of web technologies,76,6.7,2.8,8.8,5.3,0.4,3.05,Moderate
993,Foundation of web technologies,64,6,3.2,8.7,0.4,5.7,2.6,Moderate
994,SAD,74,6.5,3.9,8.2,3.9,1.5,2.82,Moderate
995,OOP,88,9.9,1.5,9,1.6,2,3.44,High
996,Computer Networks,89,9.7,0.9,6.6,4.5,2.3,3.5,High
997,Computer Networks,75,7,2.4,7.2,4.5,2.9,3,Moderate
998,SAD,65,5.8,1.4,7,0.3,9.5,2.49,Low
999,Data Science,73,7.9,3.5,5.8,3.6,3.2,3.01,High
1000,Computer Organization,88,8.5,1.6,7.5,0,6.4,3.63,High
1001,Fundamentals of Programming,84,8.5,2.6,5.2,2.2,5.5,3.26,High
1002,SAD,75,7.5,3.6,8.6,2.5,1.8,3.19,Moderate
1003,Database Systems,86,9,3.5,7.3,2,2.2,3.43,High
1004,Database Systems,81,8.5,0.3,9.3,2.8,3.1,3.26,High
1005,MIS,68,5.3,2.2,7.1,5.3,4.1,2.9,Low
1006,SAD,74,7.8,0.2,9.9,3.1,3,3.07,Moderate
1007,MIS,73,6.5,1.9,9.3,1.8,4.5,2.92,Moderate
1008,SAD,76,6.5,3.1,7.4,1.4,5.6,2.93,Moderate
1009,Computer Networks,70,5.8,1.3,9.7,2.1,5.1,2.87,Low
1010,Fundamentals of Programming,77,5.9,3.6,7.3,4.3,2.9,2.95,Low
1011,Computer Networks,83,9.9,0.2,5.5,4.3,4.1,3.32,High
1012,Computer Organization,70,5.2,0.1,8.9,0.8,9,2.66,Low
1013,Foundation of web technologies,77,7.3,2.4,7.1,0.2,7,3.17,Moderate
1014,DSA,78,7.2,2.1,7.4,2.3,5,3.13,Moderate
1015,SAD,71,9.4,3.6,6.7,2.6,1.7,2.81,High
1016,Computer Organization,76,6.4,3.8,5.7,3.5,4.6,3.07,High
1017,Foundation of web technologies,77,6.4,1.1,7,6,3.5,2.98,Moderate
1018,OOP,60,5.4,0.6,7.2,3.1,7.7,2.68,Low
1019,Fundamentals of Programming,85,6.3,1.3,5.4,1.8,9.2,3.1,High
1020,MIS,79,9.5,0,9.1,5.1,0.3,3.05,High
1021,MIS,79,5.5,0.6,9.8,3.2,4.9,3.2,Low
1022,Computer Networks,79,8.7,4,6.4,2.6,2.3,3.21,High
1023,Database Systems,76,7.7,1.6,5.8,5.9,3,3.15,High
1024,Foundation of web technologies,88,8,0.9,7.7,4.2,3.2,3.44,Moderate
1025,OOP,78,7.6,4,8.1,1.6,2.7,3.02,Moderate
1026,Computer Organization,78,6.9,1.4,7.2,4.7,3.8,3.14,Moderate
1027,Fundamentals of Programming,78,7.4,3.2,7.9,1.9,3.6,2.99,Moderate
1028,Foundation of web technologies,74,6.1,2,6.3,0.1,9.5,3.05,Moderate
1029,OOP,83,8.2,2,7.2,5.8,0.8,3.45,High
1030,DSA,78,5.7,2.3,9.3,3.5,3.2,2.9,Low
1031,SAD,89,8.6,1.5,5.5,2.7,5.7,3.49,High
1032,MIS,76,6.2,3.9,9.8,1,3.1,2.87,Moderate
1033,Computer Organization,74,6.7,3.6,9.8,1.7,2.2,3.06,Moderate
1034,MIS,69,8.4,1.1,8.7,0.3,5.5,2.86,High
1035,Computer Organization,58,5.2,1.5,6.8,1.9,8.6,2.38,Low
1036,Computer Networks,70,6,1.2,9.9,2.5,4.4,2.88,Moderate
1037,Database Systems,85,7.2,2.3,9.9,1.1,3.5,3.31,Moderate
1038,Computer Organization,82,8,0.4,8.4,0.4,6.8,3.39,Moderate
1039,MIS,69,8,3,6.1,5,1.9,2.9,Moderate
1040,Computer Networks,71,5.7,3.8,5.4,1.2,7.9,2.81,High
1041,Computer Organization,66,6.7,2.5,7.7,0.8,6.3,2.81,Moderate
1042,DSA,64,6.1,1.6,8.5,1.3,6.5,2.76,Moderate
1043,Database Systems,73,6.8,1.6,9.9,5.4,0.3,2.89,Moderate
1044,Computer Organization,68,5.3,1.3,6.3,3,8.1,2.94,Low
1045,Computer Networks,80,8.9,3.4,9.2,0.9,1.6,3.11,High
1046,Foundation of web technologies,71,5.3,2.8,5,2.5,8.4,3.02,High
1047,Data Science,65,6.6,2.8,8.8,1.8,4,2.87,Moderate
1048,OOP,81,7.2,2.9,8.5,5.3,0.1,3.26,Moderate
1049,Data Science,76,6.1,2.6,8,5.5,1.8,3.01,Moderate
1050,Data Science,77,7.8,1.1,7.4,2,5.7,3.04,Moderate
1051,Fundamentals of Programming,77,7.9,3.6,7.8,3,1.7,3.05,Moderate
1052,DSA,70,6.2,2,6.6,1.1,8.1,2.94,Moderate
1053,Foundation of web technologies,82,7.5,1.3,6.3,2.8,6.1,3.21,Moderate
1054,SAD,77,5.5,3.1,9,4.6,1.8,2.97,Low
1055,Computer Organization,64,5.6,2.6,9.2,3.5,3.1,2.72,Low
1056,OOP,88,7.6,0.1,8.2,0.5,7.6,3.56,Moderate
1057,Database Systems,81,7.2,1.2,7.7,0.8,7.1,3.28,Moderate
1058,Foundation of web technologies,76,5.8,0.4,5.7,5.3,6.8,3,High
1059,MIS,79,7.6,1.9,5.5,3.9,5.1,3.17,High
1060,SAD,81,8.1,0.3,5.6,0.3,9.7,3.25,High
1061,Fundamentals of Programming,76,6.3,0.5,6.3,2.3,8.6,2.97,Moderate
1062,Fundamentals of Programming,84,9.2,2.8,5.6,4.4,2,3.5,High
1063,Foundation of web technologies,72,6.4,2.6,6.7,6,2.3,2.78,Moderate
1064,Computer Networks,85,9.7,0.1,8.5,4.1,1.6,3.26,High
1065,Data Science,92,9.2,3.9,9.9,0.1,0.9,3.48,High
1066,MIS,80,8.2,0.5,8.3,5.9,1.1,3.44,High
1067,Fundamentals of Programming,88,9.6,1.8,5.2,2.2,5.2,3.55,High
1068,OOP,76,7.3,0.2,7.1,2.8,6.6,3.27,Moderate
1069,Fundamentals of Programming,77,9.6,2.6,6.6,2.7,2.5,3.37,High
1070,Database Systems,65,6.8,2.7,8.3,4.3,1.9,2.58,Moderate
1071,Computer Organization,73,6.3,1.3,5.6,3.9,6.9,2.97,High
1072,Fundamentals of Programming,83,9.3,3.6,7.2,1.8,2.1,3.3,High
1073,Database Systems,77,5.4,2.7,9.1,1.5,5.3,3.04,Low
1074,Foundation of web technologies,88,9.4,1,7.8,1.1,4.7,3.36,High
1075,Foundation of web technologies,61,5.5,3.6,9.1,4.4,1.4,2.44,Low
1076,SAD,84,7.7,0.4,8.8,3.5,3.6,3,Moderate
1077,Fundamentals of Programming,79,5.9,0.8,5.9,0.3,11.1,3.11,High
1078,OOP,76,5.1,0.2,7.9,4.9,5.9,2.82,Low
1079,Fundamentals of Programming,74,6.6,1.4,8,1.6,6.4,3.23,Moderate
1080,OOP,96,8.7,2.7,6,2.1,4.5,3.67,High
1081,DSA,71,5.6,0.5,8.4,5.2,4.3,2.86,Low
1082,SAD,68,5.9,0.4,9.1,3.5,5.1,2.96,Low
1083,DSA,79,8.1,3.1,8.5,3.6,0.7,3.12,High
1084,Fundamentals of Programming,84,8.2,1.3,9.8,0.2,4.5,3.38,High
1085,SAD,81,7.9,0.7,8.6,1.1,5.7,3.18,Moderate
1086,DSA,81,9.6,0.8,5.7,4.6,3.3,3.12,High
1087,Data Science,71,7.5,3.6,5.7,3.9,3.3,3.01,High
1088,Fundamentals of Programming,82,8.4,2.4,8.8,1.4,3,3.17,High
1089,DSA,72,7.2,1.6,9.9,1.5,3.8,2.89,Moderate
1090,Data Science,77,7.8,1,9.6,1.5,4.1,2.9,Moderate
1091,Data Science,88,9.5,0.4,8.3,5.3,0.5,3.56,High
1092,Foundation of web technologies,80,8.4,1.2,5.9,1.8,6.7,3.25,High
1093,Fundamentals of Programming,69,5.5,0.6,5.5,2.5,9.9,2.74,High
1094,Data Science,73,5.7,2.6,6,0.6,9.1,2.92,Low
1095,Foundation of web technologies,72,5.8,3.7,9.1,1.9,3.5,2.97,Low
1096,DSA,91,8.4,2.7,8.1,1.3,3.5,3.68,High
1097,Database Systems,68,5.2,1.8,9.5,3.4,4.1,2.88,Low
1098,Fundamentals of Programming,76,8.4,3.9,9.9,1.2,0.6,3.08,High
1099,SAD,74,6.2,3.2,5.5,4.7,4.4,2.89,High
1100,OOP,84,8.2,1.7,7.2,1.9,5,3.38,High
1101,OOP,88,8.8,3.7,9.7,0.3,1.5,3.39,High
1102,DSA,76,6.3,0.3,6.3,5.5,5.6,3.06,Moderate
1103,Computer Networks,76,8.2,2.9,6.3,4.3,2.3,3.21,High
1104,Computer Networks,81,8.1,0.6,9.1,1.4,4.8,3.15,High
1105,DSA,83,8.3,1.6,8,0.6,5.5,3.4,High
1106,Data Science,84,10,0.8,6.3,4,2.9,3.39,High
1107,Fundamentals of Programming,87,9.8,3.7,7.5,2.4,0.6,3.35,High
1108,OOP,69,6.4,3.3,6.9,0.5,6.9,2.9,Moderate
1109,OOP,73,6.7,3.9,8.1,2.2,3.1,2.89,Moderate
1110,Data Science,74,5.4,0.2,5.6,3.5,9.3,2.98,High
1111,OOP,93,9.6,2,9.2,1.4,1.8,3.64,High
1112,SAD,79,5.9,1.4,8.2,0.4,8.1,3.07,Low
1113,Fundamentals of Programming,75,6.8,2.1,10,2.4,2.7,2.96,Moderate
1114,Computer Organization,89,9,2.4,9.4,1.3,1.9,3.61,High
1115,OOP,80,8,2.5,7.1,0.9,5.5,3.13,Moderate
1116,DSA,79,6.1,2.9,6.6,3,5.4,3.01,Moderate
1117,SAD,79,5.8,3.8,9.3,4.4,0.7,3.16,Low
1118,OOP,68,5.7,0,5.1,3.5,9.7,2.75,High
1119,SAD,76,7.3,2.1,5,2.5,7.1,3,High
1120,Foundation of web technologies,91,8.7,0.9,9.1,3.1,2.2,3.65,High
1121,Computer Organization,61,6.1,0.9,8.1,5,3.9,2.61,Moderate
1122,MIS,83,9.3,2.7,7.2,2.3,2.5,3.29,High
1123,DSA,58,6,2.5,6.8,6,2.7,2.5,Moderate
1124,DSA,66,7.8,3.7,9,1.6,1.9,2.6,Moderate
1125,Fundamentals of Programming,72,8.6,2.3,7.5,1.1,4.5,2.97,High
1126,SAD,85,9.6,1.3,9.8,1.8,1.5,3.39,High
1127,Data Science,83,8.2,2.2,5.6,2.3,5.7,3.28,High
1128,DSA,80,7.2,3.1,6.1,1,6.6,2.92,Moderate
1129,SAD,74,7,3.7,8.6,2,2.7,2.88,Moderate
1130,SAD,91,9.9,2.7,6.4,2.9,2.1,3.49,High
1131,Database Systems,80,5.5,3.9,5.9,3.9,4.8,2.99,High
1132,Database Systems,80,8.9,2.7,8.1,3.8,0.5,3.14,High
1133,MIS,78,5.4,1.3,6.2,5.9,5.2,3.1,Low
1134,Foundation of web technologies,75,8.4,0.8,6.2,1.7,6.9,3.12,High
1135,MIS,76,7.1,0.9,5.1,5.3,5.6,3.05,High
1136,OOP,74,6.7,0,8.4,5,3.9,3.05,Moderate
1137,Data Science,71,5.7,0.6,9,3.7,5,2.88,Low
1138,OOP,78,6.5,1.5,8.8,4.9,2.3,2.88,Moderate
1139,Computer Networks,81,7,3.8,7,4.6,1.6,3.24,Moderate
